X, Y, frameno, Q
15.757114,7.206761,573,0.022329
34.701088,57.81772,573,0.020019
38.6259,36.029947,573,0.012827
55.397545,100.47661,573,0.014758
92.90513,23.424959,573,0.029157
35.449487,15.336141,573,0.03123
30.438754,86.884539,573,0.034614
19.579007,110.577607,573,0.019511
73.566192,21.221162,573,0.021446
76.686888,45.144118,573,0.016495
6.808747,88.113931,573,0.03247
0.938661,93.393951,573,0.018117
19.947335,44.096212,573,0.029765
3.679972,72.967077,573,0.017114
93.051476,41.528793,573,0.026505
13.259849,56.251981,573,0.014899
11.99426,86.572954,573,0.015486
3.836324,62.655122,573,0.018107
53.544095,35.050443,573,0.016312
29.753544,70.000922,573,0.022081
18.528275,73.724829,573,0.009645
27.828497,1.532322,573,0.020041
71.796455,55.229575,573,0.032928
100.688596,2.585599,573,0.039993
80.561523,3.447615,573,0.019707
101.443596,37.756355,573,0.017002
1.77478,5.898549,573,0.01155
40.727837,51.506755,573,0.040139
11.617119,76.655944,573,0.01652
6.506855,78.890539,573,0.017248
4.066368,72.627222,574,0.018155
92.998906,41.44427,574,0.016343
13.389651,56.143946,574,0.017867
12.143256,86.593202,574,0.025661
3.809555,62.63224,574,0.017091
53.583061,35.399084,574,0.025474
29.885886,70.264253,574,0.024335
18.552338,73.664491,574,0.022142
27.725322,1.294392,574,0.014469
71.839766,55.248798,574,0.017503
100.742883,2.592969,574,0.014541
80.654898,3.447914,574,0.010028
101.468612,37.736341,574,0.016133
1.377294,5.697116,574,0.013204
39.674181,50.450895,574,0.019113
11.675958,76.683248,574,0.011129
21.108648,5.338542,574,0.035166
5.287945,82.448264,574,0.016125
29.896911,70.415868,575,0.010932
18.567453,73.668495,575,0.03307
27.792268,1.597491,575,0.014633
71.834163,55.202743,575,0.036086
100.685005,2.619337,575,0.021501
80.615494,3.436154,575,0.024327
101.412028,37.644746,575,0.015653
27.227658,27.756618,575,0.013499
1.40569,5.574502,575,0.017748
39.791543,50.520486,575,0.015308
11.782642,76.743877,575,0.014934
21.049223,5.56546,575,0.018659
5.246327,82.466082,575,0.015952
80.584429,3.527644,576,0.021115
101.464633,37.726485,576,0.026088
27.150691,27.772394,576,0.010784
1.490505,5.805026,576,0.013208
39.75588,50.490162,576,0.02744
11.788432,76.783476,576,0.013659
20.962999,5.449586,576,0.030825
5.284892,82.504998,576,0.022295
30.083019,70.13679,577,0.026378
1.902168,6.195772,577,0.027526
39.72924,50.437503,577,0.019204
11.710549,76.759551,577,0.014393
21.075299,5.375527,577,0.050126
5.273393,82.428274,577,0.036194
1.998367,6.349663,578,0.026198
39.761303,50.489833,578,0.065537
11.762127,76.767016,578,0.014268
21.230654,5.396249,578,0.03865
49.66818,39.163504,578,0.019601
42.840987,62.67584,578,0.016615
5.457513,82.465662,578,0.023768
42.863622,62.643955,579,0.015761
5.193078,82.248259,579,0.019211
34.503853,76.988594,579,0.010192
30.437036,63.812901,579,0.012072
18.005428,73.754679,579,0.033275
5.285165,82.269405,580,0.029566
34.949142,77.35143,580,0.019487
32.218258,63.865254,580,0.017751
18.045877,73.844657,580,0.014881
18.097751,73.792932,581,0.01478
81.933942,92.82088,582,0.032367
31.807358,61.932809,582,0.019724
60.375452,56.645913,582,0.015816
90.767266,28.825413,583,0.043078
39.783428,50.50606,584,0.024241
112.883816,46.143082,585,0.01738
109.813302,37.134568,585,0.015923
88.043247,62.90496,586,0.013746
109.795882,37.032773,586,0.0137
50.005164,46.122074,586,0.010993
109.890873,37.094471,587,0.012592
50.159195,46.144992,587,0.011166
65.963228,33.019668,587,0.030104
109.898218,37.238605,588,0.029084
50.044253,46.183198,588,0.01886
65.810599,33.101435,588,0.026158
103.875535,108.183898,588,0.048107
104.087593,108.144366,589,0.05176
21.899833,27.221839,589,0.029013
73.254811,46.249341,589,0.015947
47.892475,98.558479,589,0.022963
47.989343,98.528545,590,0.013406
14.941211,7.230849,591,0.021627
89.747498,31.651524,591,0.01373
89.789091,31.617665,592,0.013012
55.436134,101.105046,592,0.016395
56.062833,51.323543,592,0.046293
91.549707,27.724644,593,0.016874
55.522123,100.869197,593,0.017146
43.995218,52.049346,593,0.018077
31.433045,77.240544,593,0.036576
30.709628,85.960026,593,0.025925
33.053785,57.040936,593,0.021807
63.797418,34.08988,593,0.041769
15.721088,25.151186,593,0.011071
89.107514,58.230226,593,0.023091
78.443988,58.288831,593,0.019747
15.033737,7.440621,593,0.020654
75.221336,15.977496,593,0.021111
56.199902,51.281763,593,0.023199
3.70067,57.225649,593,0.014063
71.750259,55.85784,593,0.039051
18.702796,118.372528,593,0.015002
88.355734,64.451376,593,0.016014
94.311149,17.159901,593,0.018944
110.815673,46.335527,593,0.030437
18.173955,58.50576,593,0.027794
24.753097,71.213129,593,0.013179
13.629263,90.202255,593,0.013709
125.719702,10.731094,593,0.010575
11.47627,78.707897,593,0.011569
40.51096,23.78283,593,0.016199
6.503395,70.13195,593,0.015733
37.455624,49.899912,593,0.013465
44.427559,10.31961,593,0.029149
31.688315,80.929326,593,0.022321
56.049994,51.297902,594,0.014011
2.059455,55.605785,594,0.032531
71.818467,55.489096,594,0.026507
18.135483,119.361363,594,0.017309
87.887536,63.54561,594,0.013946
96.87915,21.141214,594,0.027667
110.940468,46.335898,594,0.027189
21.415621,62.036943,594,0.010904
51.278602,54.105746,594,0.012499
76.507673,82.335184,594,0.030847
16.199129,74.921908,594,0.01815
67.929948,23.536195,594,0.02191
5.195171,42.503918,594,0.046567
52.546436,38.730149,594,0.029942
78.111917,24.768324,594,0.020372
25.148765,107.713294,594,0.03953
91.997775,33.808321,594,0.025856
24.802192,71.181206,594,0.016167
13.588909,90.189732,594,0.027694
102.667694,58.061605,594,0.018004
34.883776,44.999438,594,0.022562
7.835827,85.916948,594,0.019959
120.63568,21.51464,594,0.019253
85.640478,7.76831,594,0.018953
39.578582,82.601191,594,0.021729
11.617192,32.507084,594,0.030262
125.360213,10.533472,594,0.021359
10.287494,79.080648,594,0.029573
46.277003,21.854075,594,0.021794
13.604309,121.224453,594,0.016439
40.770163,23.801905,594,0.017813
24.927004,13.384395,594,0.019871
6.270844,69.776244,594,0.015703
28.400327,99.690324,594,0.020932
37.627507,50.179789,594,0.020674
44.441707,10.241408,594,0.02304
31.66913,80.897,594,0.021492
23.146851,22.987422,594,0.028552
29.360884,71.16776,595,0.048104
13.637769,90.308921,595,0.015939
104.109141,59.600442,595,0.019177
35.010505,45.150546,595,0.029224
7.808582,85.84532,595,0.025682
120.649591,21.564374,595,0.017606
85.741845,7.728839,595,0.027073
41.463782,85.866453,595,0.018183
11.603029,32.520161,595,0.014485
66.156633,124.337704,595,0.014919
78.054232,47.762675,595,0.021038
51.29263,97.019204,595,0.019439
29.427538,12.275301,595,0.031044
97.600843,7.220916,595,0.015893
86.597293,32.47472,595,0.026151
23.038739,112.383649,595,0.028752
126.136854,7.372435,595,0.009917
10.197275,78.981924,595,0.02839
46.674789,22.255788,595,0.011396
10.720568,72.771934,595,0.020411
103.43364,48.844566,595,0.013676
68.175584,51.584715,595,0.015254
75.226489,15.941285,595,0.043847
13.301079,120.880771,595,0.02552
41.159008,54.056555,595,0.009674
59.978423,23.588742,595,0.014775
36.257955,33.388798,595,0.014655
29.657788,36.662812,595,0.026665
40.602895,23.98517,595,0.022657
24.312492,13.671559,595,0.028759
2.029943,93.064911,595,0.017148
6.434015,70.250647,595,0.0303
28.077725,101.855227,595,0.013957
48.361748,61.489203,595,0.015756
21.243745,9.424001,595,0.03223
37.651464,50.073725,595,0.022527
43.413941,12.489812,595,0.026118
31.774237,80.456269,595,0.017786
4.350426,5.998753,595,0.033662
23.839042,23.585211,595,0.012153
124.145819,7.92696,596,0.039404
9.733349,79.360952,596,0.053291
46.379454,21.897698,596,0.012885
10.772749,71.950362,596,0.014754
103.354013,48.776093,596,0.024167
68.302995,52.108516,596,0.046718
75.415956,15.900561,596,0.039503
62.459451,57.351245,596,0.033332
15.976876,26.873809,596,0.015798
22.938859,64.198456,596,0.026838
62.361043,30.358159,596,0.020931
47.219706,27.147464,596,0.019707
12.886033,56.502129,596,0.013299
88.26667,64.307552,596,0.017881
50.572057,44.295261,596,0.013462
77.665724,102.647041,596,0.02517
13.21377,120.547662,596,0.015807
41.302336,54.298526,596,0.029312
60.010437,23.609945,596,0.012978
36.997151,34.397793,596,0.027164
29.870458,36.778239,596,0.016377
0.221335,84.439431,596,0.012651
37.158808,22.615592,596,0.014832
24.06433,13.888149,596,0.022847
2.207294,93.014283,596,0.013036
66.848647,87.503111,596,0.019397
85.487197,58.30474,596,0.015308
68.17363,55.892705,596,0.024036
99.337045,54.378117,596,0.018664
123.479517,38.909745,596,0.023401
50.696601,72.452703,596,0.015525
98.200191,22.725696,596,0.022305
6.622095,70.32362,596,0.030801
27.179957,103.450761,596,0.018142
48.751583,61.458807,596,0.018351
21.184055,9.111469,596,0.039859
37.460054,50.039514,596,0.013753
43.19221,12.827866,596,0.030276
101.017232,2.121875,596,0.030462
31.801836,80.084566,596,0.014178
5.053665,6.693355,596,0.033514
23.919882,23.790008,596,0.022496
13.222396,120.619047,597,0.021714
41.365501,54.26028,597,0.04302
58.343254,23.007776,597,0.011216
37.718909,35.335443,597,0.025557
29.864323,36.876252,597,0.016504
0.757079,84.483818,597,0.009223
86.327485,70.83081,597,0.017031
87.786957,87.756946,597,0.031292
74.194357,41.590673,597,0.025887
71.827892,48.498543,597,0.012291
37.066714,63.02655,597,0.012375
41.461069,26.001699,597,0.027735
26.704882,50.302269,597,0.022548
37.176319,22.689794,597,0.02683
28.109383,12.642829,597,0.021653
2.124251,93.131556,597,0.013251
66.895218,87.378115,597,0.014939
85.467564,58.266766,597,0.010035
68.155248,55.858958,597,0.019521
99.441509,53.793817,597,0.028022
123.430428,38.932298,597,0.008124
112.821614,58.846384,597,0.02238
55.776861,56.937645,597,0.017582
75.900357,23.146328,597,0.014446
22.12983,104.600403,597,0.015193
35.388445,28.137835,597,0.024101
16.741551,12.217416,597,0.036405
63.91336,1.619826,597,0.025778
29.323792,89.145896,597,0.014719
10.93474,50.52956,597,0.038947
52.409273,70.6597,597,0.021768
98.293113,22.61331,597,0.020425
6.486978,70.248165,597,0.01273
27.808056,102.848084,597,0.015304
50.922856,61.008016,597,0.019609
29.552252,70.946367,597,0.029234
20.890457,5.342474,597,0.033072
6.05533,89.113198,597,0.017501
54.499375,99.494344,597,0.024778
37.436025,49.967517,597,0.016731
43.709153,13.190957,597,0.025565
100.391595,2.621748,597,0.018993
31.853282,80.140675,597,0.015631
5.732521,7.060546,597,0.031059
23.881982,26.925201,597,0.040851
36.000483,22.402031,598,0.022202
28.042112,12.873608,598,0.027524
2.280562,92.822561,598,0.030393
66.827113,87.419135,598,0.02578
87.1681,58.238131,598,0.036748
67.448183,56.326958,598,0.03211
101.385293,51.37922,598,0.013176
123.322939,38.923735,598,0.0175
112.762011,58.928473,598,0.019548
55.714865,56.958424,598,0.023387
75.962477,23.04843,598,0.014656
22.034995,104.603714,598,0.020124
35.237713,28.221225,598,0.0167
12.90857,12.537618,598,0.047803
62.997888,0.850095,598,0.011715
29.065353,89.187179,598,0.011052
11.208683,50.927337,598,0.019953
91.63863,27.202881,598,0.0284
63.695807,115.108405,598,0.019496
51.481953,49.408249,598,0.015198
32.178469,54.204806,598,0.022577
18.596377,73.731561,598,0.017602
3.053807,14.252015,598,0.036295
83.006373,55.247255,598,0.024082
103.413299,57.521495,598,0.033247
79.080364,97.737113,598,0.0243
49.429602,74.281542,598,0.015514
98.079747,22.47604,598,0.020748
61.12143,16.157791,598,0.015536
111.211592,43.430921,598,0.019521
4.125877,72.429828,598,0.03301
27.513743,103.258075,598,0.010773
50.796392,61.12005,598,0.024514
32.219107,74.817352,598,0.022396
97.20593,70.88573,598,0.015101
21.057267,5.151053,598,0.026749
6.337844,88.660558,598,0.01125
54.513979,99.539059,598,0.011235
63.710957,31.759728,598,0.023112
36.273757,45.906479,598,0.025276
42.716727,9.07758,598,0.016144
99.24907,3.278209,598,0.025233
40.641958,81.025496,598,0.01606
14.478803,95.348648,598,0.0167
57.218239,52.048746,598,0.037779
31.768181,80.467057,598,0.015825
5.694588,6.748107,598,0.022956
20.130744,26.410774,598,0.02492
46.809467,76.27102,599,0.024138
98.333471,22.649148,599,0.027732
61.148187,16.268751,599,0.012481
107.175951,41.025316,599,0.047734
22.439948,16.876373,599,0.017214
46.591119,61.830616,599,0.031264
17.950103,12.379384,599,0.037974
59.263267,93.038038,599,0.022904
27.40422,4.242356,599,0.061693
2.985468,76.263188,599,0.016408
27.920494,102.944674,599,0.017723
53.894025,62.030286,599,0.012208
31.593572,73.989072,599,0.010304
97.561601,69.913888,599,0.021965
45.788907,41.362895,599,0.016328
51.194423,12.004278,599,0.01453
31.582069,39.877317,599,0.017637
13.334491,124.882939,599,0.018833
80.340144,50.776691,599,0.017686
125.884575,6.361026,599,0.024138
20.983217,5.037792,599,0.035131
6.779607,87.588743,599,0.012593
54.463162,99.61824,599,0.02803
63.677808,31.539171,599,0.014421
14.033946,116.574732,599,0.013426
0.553141,42.387067,599,0.018793
43.436977,34.738395,599,0.013355
9.550758,33.918753,599,0.036172
36.265694,45.725702,599,0.020532
42.720862,9.154986,599,0.018978
99.72182,2.615985,599,0.013887
40.991119,80.811033,599,0.018402
14.486446,95.288298,599,0.018983
57.317466,51.948253,599,0.015488
7.920206,56.521031,599,0.015238
82.219305,92.208608,599,0.014899
39.827947,64.937241,599,0.022106
31.14391,82.882259,599,0.0235
2.583537,5.526346,599,0.022308
10.877507,71.845954,599,0.022997
20.1655,26.373289,599,0.016081
15.265142,57.422217,599,0.032549
3.019612,76.234623,600,0.021134
28.065718,102.658296,600,0.023789
54.068457,62.198774,600,0.013582
31.560917,73.962106,600,0.047478
97.656042,69.941607,600,0.013717
46.103983,41.59129,600,0.01767
51.161632,11.914954,600,0.031733
31.630509,39.699671,600,0.032937
13.385295,124.884356,600,0.022337
80.752469,51.418537,600,0.024568
125.868855,6.230623,600,0.021394
90.556632,83.644801,600,0.01436
81.410549,44.731388,600,0.012981
45.893693,89.423115,600,0.014374
88.300329,32.508542,600,0.052206
46.85531,27.019777,600,0.028207
30.817208,63.27749,600,0.014732
123.742183,40.463865,600,0.02205
4.488265,90.502291,600,0.030915
52.867371,19.905243,600,0.020644
74.370235,23.382003,600,0.036462
21.060077,5.104654,600,0.048752
7.256478,86.383581,600,0.018086
53.548724,96.057734,600,0.01587
65.016316,32.529211,600,0.025064
13.91549,116.51949,600,0.016339
0.138981,42.548791,600,0.007747
43.347472,34.709321,600,0.021697
8.390418,37.411272,600,0.030962
65.928272,121.790095,600,0.016706
85.893053,37.038608,600,0.021677
33.955631,14.071634,600,0.027261
95.895459,58.207959,600,0.021892
24.280819,100.220809,600,0.04479
36.297551,50.189014,600,0.022322
42.652125,9.124646,600,0.016192
99.926427,2.375508,600,0.024663
40.820378,80.879309,600,0.022538
14.47928,95.15335,600,0.025692
55.195337,47.93455,600,0.033018
6.825183,56.707818,600,0.014415
82.443071,92.067362,600,0.017394
39.654565,65.078521,600,0.025774
87.185618,9.22341,600,0.0246
32.204574,22.407199,600,0.027278
58.296981,23.205493,600,0.036241
4.054106,126.134393,600,0.03277
31.182182,82.820791,600,0.011888
3.693348,5.670499,600,0.011249
8.170771,76.03634,600,0.017834
64.652235,51.752873,600,0.055897
20.005443,26.782364,600,0.010802
15.389007,57.406511,600,0.041128
21.145761,5.967776,601,0.037475
7.303135,86.178355,601,0.025803
51.520152,94.583631,601,0.045712
65.702769,33.123652,601,0.017533
13.994063,116.534918,601,0.021142
0.761474,42.125617,601,0.021273
43.505739,34.187087,601,0.017168
8.456998,37.356336,601,0.024415
65.74181,121.741279,601,0.02536
85.899655,37.267086,601,0.027822
30.731793,12.636549,601,0.019654
95.914726,58.220321,601,0.020872
24.081378,100.044519,601,0.014013
63.975266,116.964515,601,0.029073
77.954437,101.192584,601,0.014621
27.830225,35.231525,601,0.021042
36.149835,5.168113,601,0.022147
80.380582,23.182174,601,0.019324
75.113953,16.426038,601,0.034111
37.530613,49.71133,601,0.014225
44.355989,13.795674,601,0.017029
99.620313,3.079247,601,0.013645
40.317122,80.24993,601,0.017679
13.827716,97.878497,601,0.016114
54.694932,47.644675,601,0.010988
6.420252,56.781688,601,0.01298
82.782984,91.915377,601,0.014198
39.361112,64.734722,601,0.035229
87.250543,9.117731,601,0.020493
32.275752,22.305331,601,0.014873
61.149199,24.635067,601,0.016965
4.048215,126.077589,601,0.012179
30.414913,87.458406,601,0.028543
116.39813,34.682657,601,0.034929
24.687105,24.891293,601,0.015194
31.08903,2.767321,601,0.030513
46.164761,61.831546,601,0.025389
31.147198,82.969938,601,0.021802
3.756845,5.714832,601,0.013842
7.862882,80.916156,601,0.015301
67.946874,51.863649,601,0.026151
96.975569,36.358591,601,0.017836
68.065382,58.290089,601,0.010562
124.86502,1.210133,601,0.01239
68.152789,5.743484,601,0.034807
17.861116,24.503841,601,0.016104
19.164948,59.412927,601,0.019574
1.325454,16.658181,601,0.014292
37.466548,50.049567,602,0.015695
45.049974,14.707959,602,0.021138
99.421561,3.690548,602,0.027725
39.470362,79.112061,602,0.032984
13.810423,97.908732,602,0.013855
53.73173,46.852209,602,0.042703
6.204135,56.735994,602,0.018687
82.374954,92.144967,602,0.040757
39.746567,65.084387,602,0.016715
87.257361,9.166064,602,0.03215
32.232979,22.335117,602,0.021467
58.301317,23.010198,602,0.018144
4.063709,126.032656,602,0.01455
30.317737,87.356858,602,0.019137
116.567179,34.675101,602,0.017027
24.651822,24.749218,602,0.027841
30.910315,2.876094,602,0.020204
46.147292,61.70494,602,0.014205
61.26249,61.318424,602,0.020776
39.834438,83.252761,602,0.036711
50.588649,72.237645,602,0.01558
45.619428,77.386049,602,0.017656
42.70483,8.809751,602,0.022586
15.060624,1.832985,602,0.033912
31.167463,82.081605,602,0.014179
3.666568,6.100247,602,0.025536
8.044067,80.916668,602,0.013295
68.269974,51.444733,602,0.012406
97.448371,36.69496,602,0.013293
68.028646,58.278257,602,0.014801
125.24186,1.833973,602,0.013126
68.129264,5.672252,602,0.029528
13.781109,111.280941,602,0.017835
2.611506,75.16445,602,0.024048
17.823634,24.481896,602,0.022101
15.327048,57.476709,602,0.021205
57.418698,50.713319,602,0.015448
33.428661,65.85487,602,0.020843
7.682354,110.015886,602,0.015073
1.234406,16.566578,602,0.016576
94.973251,11.561286,602,0.033151
67.489378,23.207878,602,0.046622
31.060905,82.870773,603,0.018841
3.633607,5.811263,603,0.053618
8.082136,80.724207,603,0.02759
68.81609,51.096304,603,0.014568
97.382701,36.607323,603,0.01945
67.999168,58.356193,603,0.018569
125.308431,1.705202,603,0.011483
67.966576,5.826953,603,0.026561
13.853626,111.229033,603,0.018789
3.013048,76.211636,603,0.027479
72.134372,46.008424,603,0.01518
17.897016,24.536583,603,0.018388
15.423794,57.329785,603,0.01682
57.35271,50.747473,603,0.017858
33.515331,65.944785,603,0.010834
7.776506,109.951678,603,0.012147
1.396123,16.684296,603,0.020639
94.570361,13.310485,603,0.047157
67.409988,23.331679,603,0.024488
17.87652,24.418834,604,0.021836
15.389322,57.481346,604,0.022214
57.387403,50.777242,604,0.028997
33.805979,66.137885,604,0.010673
7.667866,110.009425,604,0.02546
1.417137,16.871292,604,0.017912
94.586695,12.836009,604,0.035608
67.40978,23.266682,604,0.015297
6.427257,70.112321,604,0.01352
12.957167,89.095275,604,0.023948
1.52451,16.651264,605,0.04159
94.476584,13.854893,605,0.023449
76.568062,104.001693,605,0.015644
67.333209,23.206129,605,0.032304
6.537546,70.149593,605,0.011769
12.958455,88.941241,605,0.020457
12.660269,77.648047,605,0.032845
67.521367,23.242881,606,0.030312
6.56557,70.274958,606,0.028723
12.959688,88.953866,606,0.015536
36.065317,27.284848,606,0.03036
12.469341,77.56012,606,0.037073
88.324462,64.486877,607,0.022751
62.180934,23.336106,607,0.024452
12.546129,77.443687,607,0.043018
115.66718,33.866857,607,0.015519
41.99409,28.361673,607,0.025145
127.58684,61.299943,607,0.007715
12.607982,77.683404,608,0.034964
115.712944,33.946882,608,0.013721
41.849691,28.416045,608,0.014297
127.43221,61.315428,608,0.010023
127.497523,61.310702,609,0.012203
54.869057,47.831214,609,0.034982
60.034758,23.80143,609,0.010668
59.869121,23.819368,610,0.031804
76.18374,45.323675,610,0.010342
19.50271,110.582571,610,0.023557
125.848199,56.74538,611,0.020069
19.659001,110.595867,611,0.030977
93.106238,79.178173,611,0.012869
112.803744,43.209013,611,0.01889
51.32909,54.056029,611,0.03058
31.212406,84.180584,611,0.028356
19.621709,110.59725,612,0.019268
93.276987,79.153222,612,0.017148
112.810747,43.285198,612,0.013477
51.266248,54.115055,612,0.017938
31.180003,84.301985,612,0.022167
69.249191,20.085418,612,0.017956
68.970607,6.873862,612,0.017516
31.156567,84.311384,613,0.023548
69.236798,19.931422,613,0.012728
34.680916,66.577036,613,0.039739
68.809458,6.962693,613,0.016814
68.861289,6.911197,614,0.033223
125.651113,10.811567,614,0.015971
64.580792,23.199766,615,0.021608
64.763419,23.213322,616,0.012058
35.867692,29.305363,616,0.024165
21.389133,5.225072,616,0.021719
5.147489,69.692571,616,0.022924
21.351128,5.308113,617,0.038922
5.207846,69.834873,617,0.018874
16.145881,74.847571,618,0.021628
-0.192392,19.460944,619,0.005518
89.484753,58.276232,619,0.014443
103.125489,38.431583,619,0.021615
89.520233,58.275416,620,0.015367
103.202266,38.591892,620,0.021968
21.207405,5.439919,620,0.037556
16.58625,74.427591,620,0.01626
16.573327,74.421363,621,0.022998
11.948672,30.618076,621,0.018335
11.775934,30.710724,622,0.014755
40.752302,55.33071,623,0.024992
76.26638,104.826683,625,0.0374
106.535833,54.951593,625,0.023311
103.292249,48.93444,625,0.030274
76.728334,82.106003,625,0.030085
31.338754,73.180136,625,0.014492
93.826142,60.511384,625,0.025639
12.958837,76.958705,625,0.037758
91.398386,26.427525,625,0.032763
12.516187,31.185875,626,0.01917
32.467848,67.269917,626,0.077103
4.226516,72.682368,626,0.015777
79.251134,46.265587,626,0.025531
120.205258,23.496024,626,0.023388
31.941166,53.069737,626,0.028625
10.738583,50.117179,626,0.024816
5.044991,82.276842,626,0.029153
86.530044,37.535627,626,0.019951
20.234647,19.0443,626,0.038039
103.46772,48.875495,626,0.023315
76.687652,82.076401,626,0.014596
31.917785,71.776856,626,0.018149
116.791219,28.550935,626,0.021878
2.664677,46.732864,626,0.024002
42.346043,27.37492,626,0.026547
17.871144,65.863333,626,0.021297
82.386953,54.499887,626,0.016229
75.297907,15.925159,626,0.015498
73.56732,52.708821,626,0.013942
6.351312,88.993216,626,0.023149
16.643763,10.883308,626,0.149522
1.912045,55.168113,626,0.037758
32.690826,10.870431,626,0.039158
6.242555,106.664106,626,0.032868
79.131252,97.654959,626,0.044271
90.816082,64.154622,626,0.014988
12.725894,76.860394,626,0.017663
51.44067,49.478493,626,0.021781
43.326747,52.188687,626,0.011901
120.301314,36.851992,626,0.024997
50.483657,61.153777,626,0.024308
16.086256,122.334084,626,0.028017
59.085815,23.57132,626,0.032268
6.872232,39.723949,626,0.019266
61.056693,61.588322,626,0.020642
39.121781,79.326309,626,0.014379
29.805304,36.642754,626,0.016488
90.121152,30.200074,626,0.016212
103.420924,48.938091,627,0.012083
76.790481,82.017857,627,0.024992
32.35058,70.469642,627,0.015299
116.827772,28.603888,627,0.015079
1.539505,48.598635,627,0.012228
42.370597,29.220006,627,0.030466
17.728654,66.057405,627,0.030084
81.878428,52.969222,627,0.010556
75.570855,16.441454,627,0.035963
73.480552,52.394589,627,0.011411
5.827497,89.461886,627,0.041539
15.425053,10.7691,627,0.043007
2.036772,55.188698,627,0.015519
30.691813,8.425627,627,0.009715
6.295814,106.407901,627,0.016903
79.057826,97.688346,627,0.022649
52.583049,95.608915,627,0.015766
44.497943,67.093082,627,0.019178
105.138062,29.101098,627,0.016523
70.073155,57.074801,627,0.017996
61.322207,16.339036,627,0.018752
55.22309,60.882536,627,0.025916
50.404059,11.578934,627,0.019049
28.442158,90.483525,627,0.031713
20.787224,73.047759,627,0.03178
46.549787,90.621573,627,0.022258
105.13331,39.854324,627,0.02949
5.345378,2.604195,627,0.018123
90.879144,64.190594,627,0.015465
13.372255,76.444535,627,0.015603
53.282605,47.109166,627,0.036828
43.3195,52.368801,627,0.023267
123.662776,39.238443,627,0.015577
50.531978,61.280293,627,0.018181
12.284841,119.706767,627,0.022183
37.849828,64.586357,627,0.015899
58.92954,23.481196,627,0.02535
20.165321,116.57497,627,0.014607
44.103903,37.557741,627,0.014097
28.446768,99.876881,627,0.025959
22.172057,24.386095,627,0.034629
13.727034,103.750901,627,0.027529
69.142724,19.859533,627,0.024197
6.681977,40.019584,627,0.025031
64.701231,59.142637,627,0.015497
33.104894,58.459247,627,0.042305
39.118639,79.418634,627,0.017391
29.55969,36.442131,627,0.025444
90.088457,30.716072,627,0.017767
6.316037,124.690755,627,0.033378
98.4978,4.920056,627,0.018049
88.968976,63.330185,628,0.024069
12.309875,71.909119,628,0.019158
51.402224,49.508372,628,0.015041
43.386978,52.293381,628,0.020619
124.441484,41.217946,628,0.025635
50.442886,61.097055,628,0.060777
11.978366,119.942732,628,0.020745
37.823671,64.559263,628,0.024946
31.216948,2.868238,628,0.018852
54.202671,26.974768,628,0.016931
16.053235,122.362293,628,0.022424
1.149796,36.434763,628,0.01892
9.009907,84.354479,628,0.032896
2.993285,72.975188,628,0.017729
45.218547,21.101176,628,0.031212
93.109761,21.577155,628,0.014019
106.158371,53.993755,628,0.030161
111.565991,43.534894,628,0.033184
114.61616,33.275462,628,0.024406
58.848082,23.516299,628,0.031605
20.233009,116.389994,628,0.013173
43.808803,37.737987,628,0.013118
28.570562,99.647761,628,0.015174
21.433696,24.085688,628,0.022881
13.756908,103.660433,628,0.024831
48.881654,27.530957,628,0.019023
38.525641,17.068589,628,0.024969
39.939128,23.414802,628,0.031753
72.405105,22.73103,628,0.017281
46.039126,77.519478,628,0.01074
6.785745,39.727746,628,0.020173
65.048785,59.006864,628,0.020685
32.875841,58.374093,628,0.038214
93.570977,60.669023,628,0.016059
68.803405,6.1084,628,0.025842
39.126213,79.357171,628,0.017492
19.820955,60.011208,628,0.01607
29.348799,36.272155,628,0.023354
89.945197,30.772902,628,0.017087
6.479891,124.40629,628,0.018518
43.053305,12.743912,628,0.021922
98.411817,5.048412,628,0.04059
59.040517,23.568911,629,0.022813
20.271108,116.231314,629,0.011533
41.738805,38.304797,629,0.023002
28.330903,99.869324,629,0.012743
19.755731,26.229315,629,0.021673
13.74816,98.721742,629,0.017548
48.243224,27.482196,629,0.027412
38.507869,17.087306,629,0.015271
39.442923,23.433205,629,0.022238
75.194273,49.614601,629,0.015755
84.844565,58.627793,629,0.016064
89.845812,85.29992,629,0.016072
3.583741,11.953651,629,0.030229
99.857375,65.836844,629,0.028088
122.787054,10.579927,629,0.047168
72.33293,22.768612,629,0.018324
48.080283,75.070211,629,0.024383
49.070543,42.731779,629,0.020934
6.721455,39.740596,629,0.012707
66.97431,57.938406,629,0.02069
34.168695,58.080736,629,0.02534
93.658964,60.618094,629,0.019899
70.935373,8.618198,629,0.030624
62.671349,26.45328,629,0.015855
34.936253,91.640973,629,0.022756
67.530344,86.805282,629,0.018213
30.2487,48.149976,629,0.029859
39.105322,79.427583,629,0.011054
19.824933,59.943362,629,0.012226
29.374728,36.259597,629,0.024319
1.705359,49.869138,629,0.027573
90.126573,30.576895,629,0.013959
6.493772,124.732348,629,0.021438
73.224618,84.984434,629,0.016729
39.940614,9.72232,629,0.042699
100.456655,2.670523,629,0.032249
72.747948,22.81896,630,0.037211
48.264466,74.948193,630,0.020038
49.166727,42.925122,630,0.022158
23.598242,101.713401,630,0.023402
27.685845,11.68816,630,0.012143
