X, Y, frameno, Q
13.691059,110.519502,10,0.010678
120.953237,21.421036,10,0.018736
7.610547,123.395758,10,0.029302
2.894935,46.483291,10,0.019817
24.764788,22.935198,10,0.035041
25.616122,70.630626,10,0.015874
34.792046,59.532007,11,0.015148
7.456603,72.206917,11,0.019522
12.529614,28.469882,11,0.02897
54.081307,27.929907,11,0.041252
119.384848,27.894354,11,0.02521
42.270178,63.362678,11,0.038405
13.575422,110.55372,11,0.01497
120.936629,21.657436,11,0.013446
7.830332,123.294055,11,0.021833
65.207911,2.331945,11,0.01727
35.472388,45.150277,11,0.015235
114.535529,37.890494,11,0.037314
3.019071,46.553181,11,0.012401
24.540779,22.765088,11,0.014926
25.728472,70.563051,11,0.015535
35.527647,45.133976,12,0.030598
116.433821,34.631104,12,0.021019
104.484272,39.528332,12,0.025105
80.526206,77.367457,12,0.013032
3.096015,46.526496,12,0.013436
23.670419,25.285656,12,0.03825
98.462236,36.882342,12,0.015178
126.229868,127.557459,12,0.006267
25.711573,70.658445,12,0.024564
52.821586,69.852495,12,0.019532
98.833347,2.536911,12,0.016067
3.013093,46.516278,13,0.013953
24.766131,24.746926,13,0.008813
98.561458,36.885189,13,0.020866
126.16914,127.366455,13,0.00693
46.794723,48.863248,13,0.01722
25.689451,70.652778,13,0.014596
18.752455,73.811076,13,0.015713
52.762541,69.869438,13,0.014194
98.826829,2.551252,13,0.032302
25.972932,70.589226,14,0.019442
18.771911,73.813447,14,0.018423
120.841907,21.653626,14,0.025608
34.727481,59.532652,14,0.045881
40.766794,9.510169,14,0.024555
66.310355,123.514306,14,0.020635
47.225237,10.253281,14,0.021779
18.091294,57.576816,14,0.020152
21.878868,17.931714,14,0.033575
52.780829,69.840341,14,0.017517
98.824839,2.526585,14,0.031129
65.416533,2.454368,14,0.023954
66.373875,123.594532,15,0.022916
47.269733,10.309038,15,0.029048
15.016026,54.06558,15,0.023611
21.913235,17.905264,15,0.014137
126.128216,6.176447,15,0.022947
26.122812,96.488156,15,0.013585
31.420952,51.720101,15,0.042473
52.771268,69.894986,15,0.021814
98.810795,2.591786,15,0.030601
65.315505,2.363466,15,0.019355
13.883324,100.508895,15,0.037525
52.886512,69.810183,16,0.010265
98.765565,2.712904,16,0.021594
65.279184,2.379441,16,0.016807
13.938506,100.373454,16,0.025479
37.136081,50.30198,16,0.04559
16.411739,26.689204,16,0.020556
77.935395,24.625465,16,0.02159
80.535672,77.307781,16,0.036014
46.939232,48.850974,17,0.008864
28.916385,32.499697,17,0.025078
32.076014,59.314345,17,0.020564
86.01695,10.260831,17,0.021507
17.250182,26.906457,17,0.02692
75.796824,22.40728,17,0.01807
80.512355,77.493165,17,0.016489
6.240384,40.333257,17,0.011561
42.141323,63.478859,17,0.024816
16.287023,26.941203,18,0.028949
75.704409,22.213188,18,0.054338
80.445705,77.236189,18,0.034201
6.255279,40.289895,18,0.026427
42.187396,63.474996,18,0.026828
4.509437,82.600127,18,0.034125
29.305074,37.993474,18,0.023244
36.758017,52.736311,18,0.019383
51.835658,45.207737,18,0.031944
99.098448,2.594284,18,0.016357
45.752642,27.516633,18,0.030904
36.738828,51.640078,19,0.053163
51.803808,45.283426,19,0.027031
46.014386,21.961525,19,0.01348
46.966316,48.869197,19,0.022039
46.221319,76.922267,19,0.067877
98.745591,2.687334,19,0.0353
57.83773,62.685795,19,0.016815
45.841079,27.411785,19,0.019835
99.096216,2.598779,20,0.022163
57.725411,62.645849,20,0.024465
37.294896,79.296226,20,0.022833
74.055971,58.023741,20,0.017566
14.800672,14.299145,20,0.040186
18.75316,59.286035,20,0.023826
4.591673,82.654059,20,0.027353
45.834053,27.308616,20,0.027382
4.541339,82.529193,21,0.028118
91.114824,28.76916,21,0.02821
45.924563,27.466169,21,0.020457
46.849368,48.728941,21,0.014287
28.745195,5.384607,21,0.024728
91.17597,28.749449,22,0.01955
66.054544,123.847622,22,0.020859
60.451241,56.660079,22,0.032962
72.37213,54.524268,22,0.014528
4.973913,90.733345,22,0.028959
45.871343,27.296733,22,0.010565
46.984437,48.837866,22,0.017993
28.924873,5.422476,22,0.015325
46.148979,21.989362,22,0.021465
45.758102,27.380376,23,0.021491
46.904369,48.74183,23,0.021221
28.817778,5.279871,23,0.037896
46.056961,21.887156,23,0.020391
64.445844,117.366142,23,0.01351
23.773274,25.268862,23,0.014965
96.566199,36.19451,23,0.013827
23.787792,25.345356,24,0.017365
4.944769,90.235393,24,0.019069
46.844799,70.451101,24,0.027671
96.559784,36.08307,24,0.013169
52.15648,95.796542,24,0.014832
68.58311,19.555218,24,0.017704
79.429511,58.564492,24,0.016703
11.227911,84.393117,24,0.022168
74.438114,71.215702,24,0.023423
96.576572,36.005782,25,0.036215
52.115245,95.758974,25,0.02397
68.613884,19.568675,25,0.015597
79.43632,58.649464,25,0.016847
11.130612,84.442447,25,0.022321
74.626468,71.040446,25,0.016897
43.044916,62.572739,25,0.014447
98.862388,2.708988,25,0.029509
79.444962,58.643292,26,0.0206
11.133795,84.379734,26,0.011312
74.603677,71.078978,26,0.017264
46.407805,61.945782,26,0.025691
29.525706,44.259937,26,0.030095
4.644745,70.124573,26,0.032581
116.796652,59.118689,26,0.026437
16.383144,68.546239,26,0.020291
69.130101,6.244848,26,0.017766
98.992001,2.619795,26,0.031306
16.352778,68.386467,27,0.023473
68.553141,65.746429,27,0.017578
50.426702,93.927815,27,0.021498
69.088976,6.195807,27,0.012487
123.187958,5.331121,27,0.020195
98.822725,2.75605,27,0.038833
23.57295,65.193529,27,0.018454
69.184146,5.97706,28,0.029903
39.490892,83.427492,28,0.079783
123.118151,5.356661,28,0.01451
15.846329,122.424299,28,0.026575
99.117977,2.805945,28,0.024464
23.651612,65.195145,28,0.020134
123.102846,5.358981,29,0.014292
15.987244,122.559005,29,0.023493
98.991479,2.723362,29,0.032117
23.80741,65.206741,29,0.019728
92.9036,79.863406,29,0.016422
99.118034,55.159097,29,0.014214
16.547947,68.524708,29,0.038883
98.854685,2.558768,30,0.021038
23.780891,65.132789,30,0.030991
92.858107,80.006596,30,0.019579
99.266477,55.08737,30,0.038699
16.288755,68.466364,30,0.020756
28.526981,1.63739,30,0.033247
52.483427,50.025996,30,0.018912
37.026767,62.91597,30,0.024616
106.170611,54.703823,31,0.024719
16.367449,68.376868,31,0.016419
28.407857,1.686323,31,0.011011
52.626302,50.066546,31,0.020255
37.014608,62.733771,31,0.01637
48.34866,55.496182,31,0.024468
21.649124,4.349483,31,0.039425
16.374683,68.408844,32,0.021841
28.499818,1.691129,32,0.031348
52.427416,50.232806,32,0.031377
37.095268,62.840694,32,0.017834
48.415815,55.529568,32,0.016979
99.112862,2.493539,32,0.035766
25.241811,25.535725,32,0.026508
80.545954,23.816419,32,0.030852
116.678813,33.148939,32,0.020205
21.555505,4.421979,32,0.012538
99.213322,55.131107,32,0.015354
80.793274,23.815171,33,0.020705
116.782481,33.123574,33,0.016504
21.357485,4.428754,33,0.032876
99.162647,55.162085,33,0.026025
61.648411,25.456076,33,0.010743
28.371996,90.350339,33,0.020316
21.498527,4.386078,34,0.019091
101.035745,57.713971,34,0.039206
61.613963,25.410854,34,0.019489
105.838593,28.737171,34,0.026485
2.852403,126.905749,34,0.017698
68.669662,87.020497,34,0.01689
84.741045,29.92495,34,0.024231
28.33983,90.288017,34,0.025184
55.309649,95.586094,34,0.016046
68.577406,86.932676,35,0.018406
84.988658,29.858909,35,0.032466
117.895262,53.521606,35,0.017559
43.835911,34.217181,35,0.049137
28.436951,90.169469,35,0.014382
55.292271,95.559239,35,0.013499
16.274762,26.60246,35,0.013985
123.010141,7.139248,35,0.016803
23.72014,65.252738,35,0.024776
28.21804,90.220096,36,0.036259
55.408629,95.546028,36,0.015208
34.030081,12.26823,36,0.027653
53.248036,46.749885,36,0.01425
63.553843,33.804958,36,0.034164
16.335671,26.503211,36,0.018491
123.120597,7.012119,36,0.017429
23.743105,65.219547,36,0.017239
53.262349,46.692051,37,0.021271
63.564022,33.71115,37,0.024186
25.791715,0.912906,37,0.018576
16.324924,26.367335,37,0.047778
93.699879,41.961781,37,0.054031
122.997677,7.136044,37,0.018138
23.756105,65.102978,37,0.014444
16.33766,26.488516,38,0.033029
55.1972,95.617447,38,0.012085
39.110688,18.138563,38,0.028964
88.480462,10.430714,38,0.01717
39.869486,50.891507,38,0.013259
93.711935,41.790937,38,0.01437
48.908148,54.859595,38,0.017943
123.060348,7.069481,38,0.018934
23.735972,65.269805,38,0.020271
88.490042,10.430197,39,0.02592
39.93868,51.543675,39,0.019353
54.12087,58.286739,39,0.012375
15.814771,122.424076,39,0.027357
34.689072,47.458291,39,0.053623
93.689008,41.739657,39,0.019704
48.766168,54.994827,39,0.016861
123.102557,7.019686,39,0.023391
23.644937,65.142378,39,0.03273
93.61063,41.745952,40,0.023915
48.851381,54.956605,40,0.015079
60.383532,108.223688,40,0.017859
6.307508,7.037007,40,0.025943
123.105841,6.734657,40,0.026027
4.203791,43.999312,40,0.01494
38.508382,36.47696,40,0.019121
23.673364,65.302587,40,0.015817
123.0293,6.939942,41,0.013027
4.291676,43.9402,41,0.016458
38.670845,36.637176,41,0.009349
120.116136,22.473308,41,0.013216
70.10474,38.842305,41,0.012045
31.664005,61.806841,41,0.032753
98.991712,2.628763,41,0.036643
57.118343,28.78317,41,0.023052
23.745485,65.184006,41,0.009204
65.8468,124.872483,41,0.024715
23.618221,65.271961,42,0.030809
65.781647,124.843664,42,0.018029
48.810405,54.979717,42,0.023994
74.904931,42.199884,42,0.029617
6.661602,70.122951,42,0.019284
99.254956,55.20393,42,0.014177
1.741757,50.086313,43,0.014873
43.640948,87.432859,43,0.030176
43.68257,87.386262,44,0.033473
93.695835,41.812722,44,0.026453
124.830387,54.875833,44,0.019549
66.948728,18.577411,44,0.014204
124.636798,54.774777,45,0.022005
29.319135,36.330895,45,0.02249
6.320002,106.406236,45,0.030184
63.938332,59.740024,45,0.016826
67.013172,18.658934,45,0.015752
63.784834,59.876951,46,0.016812
9.748468,83.441081,46,0.017703
67.021676,18.581825,46,0.018323
74.581722,51.013051,46,0.034747
1.684678,70.2606,46,0.011632
67.050235,18.66153,47,0.014712
123.113131,108.01804,47,0.012755
73.716716,51.60252,47,0.01699
1.650968,70.319265,47,0.015696
72.977926,52.088001,48,0.014275
13.94506,25.982871,48,0.014388
88.672581,64.093988,48,0.038573
1.671855,70.235473,48,0.012161
106.029388,28.814469,48,0.015809
2.365052,58.472417,48,0.022154
55.678042,39.576013,48,0.010917
5.297136,90.447325,48,0.019859
1.624949,70.281919,49,0.016134
105.975425,28.789291,49,0.019622
1.571157,57.774752,49,0.036623
55.655569,39.478457,49,0.015801
5.227467,90.468298,49,0.017128
64.460498,31.803239,49,0.015404
55.61969,39.304097,50,0.024311
5.236296,90.565235,50,0.021688
89.867993,66.871246,50,0.023707
70.274723,61.0605,50,0.019321
64.560101,31.955093,50,0.015701
93.652889,41.906529,50,0.023783
64.642188,31.990066,51,0.027655
23.004255,71.791096,51,0.01894
42.340177,29.503696,51,0.025691
109.41367,48.148852,51,0.031094
93.670787,41.775636,51,0.011707
6.28608,40.193665,51,0.021249
109.684481,48.257309,52,0.02697
93.789302,35.072817,52,0.025866
93.707365,41.769449,52,0.027699
27.374956,34.149286,52,0.018445
109.597145,30.453053,52,0.016274
6.251888,40.315635,52,0.025775
93.733742,41.811103,53,0.012503
27.334484,34.080954,53,0.013726
109.601349,30.507147,53,0.013169
76.639022,23.551716,53,0.029451
103.606389,48.878545,53,0.020105
6.259721,40.316979,53,0.012963
26.70995,26.814511,53,0.030287
6.3252,40.235777,54,0.018609
26.773076,26.815097,54,0.032555
87.707819,9.683417,54,0.012118
93.862139,35.098129,54,0.018702
60.136333,23.271806,54,0.025622
93.833841,35.02035,55,0.014482
123.701176,15.306072,55,0.017082
22.918842,71.812577,55,0.014816
10.667812,10.697127,55,0.036259
60.085703,23.386152,55,0.013475
60.154898,23.555509,56,0.022401
36.992697,62.878487,56,0.0158
99.919216,2.858942,56,0.024524
36.984759,62.830411,57,0.012135
81.801377,92.678809,57,0.02642
10.551326,10.685923,57,0.035438
50.447425,43.114456,57,0.016744
62.145647,51.269477,57,0.015943
23.065188,26.071883,57,0.055448
100.131359,2.759742,57,0.02614
62.037754,51.261369,58,0.016523
23.152475,26.090647,58,0.02381
100.080709,2.805784,58,0.01137
12.499966,119.640994,59,0.016199
50.3956,43.036254,59,0.027167
32.676608,10.579245,59,0.018412
23.300506,26.129559,59,0.037137
67.894104,56.035256,59,0.011715
100.129031,2.741687,59,0.027196
23.276647,26.206554,60,0.027405
68.02017,56.151407,60,0.016906
83.277305,27.791195,60,0.014545
100.198246,2.693985,60,0.010955
31.667206,73.957058,60,0.028699
68.106416,56.053445,61,0.023956
10.199395,33.174882,61,0.025713
62.270115,51.18245,61,0.020187
43.97405,34.318793,61,0.021009
83.285011,27.81482,61,0.021433
100.074206,2.719145,61,0.010249
31.653918,73.870023,61,0.01961
33.800824,45.991095,62,0.015004
62.190396,51.206704,62,0.011442
43.941431,34.381642,62,0.012318
83.280833,27.907741,62,0.024923
28.426282,90.37843,62,0.023211
122.935332,7.136082,62,0.020622
100.11603,2.727871,62,0.019283
31.784326,73.849655,62,0.029544
12.508561,119.586868,62,0.019336
62.196005,51.304809,63,0.027254
43.965958,34.376651,63,0.028629
83.272671,27.962942,63,0.014617
28.389787,90.40113,63,0.025436
123.112546,7.113361,63,0.022749
100.119187,2.795182,63,0.021455
33.66452,75.520345,63,0.025722
12.597788,119.751261,63,0.039945
83.302539,27.922746,64,0.037648
28.538558,90.476942,64,0.020533
123.918413,6.57997,64,0.056135
100.203432,37.708711,64,0.009674
100.0142,2.636425,64,0.017908
33.56811,75.438025,64,0.02003
12.564732,119.687408,64,0.015956
43.138897,9.350004,64,0.020617
100.093826,2.669132,65,0.010974
33.680852,75.521146,65,0.017663
12.65915,119.500478,65,0.020091
34.584298,4.564837,65,0.021584
11.195572,10.502677,65,0.043014
42.234829,8.682478,65,0.022371
13.720576,8.996642,66,0.045089
48.239199,75.107546,66,0.016954
42.234054,8.708658,66,0.033823
117.228256,32.046573,67,0.017683
42.237833,8.699008,67,0.015803
50.398534,42.93309,67,0.022605
42.187478,8.823213,68,0.019035
70.48885,39.877453,68,0.030566
50.352172,42.955931,68,0.033055
70.53806,39.790244,69,0.025386
111.395276,58.55825,69,0.024558
55.40198,100.23607,69,0.017132
45.935222,62.106332,69,0.024115
50.392726,42.950319,69,0.026859
15.310307,57.262467,69,0.013554
0.767488,36.662247,70,0.01472
50.410744,43.479722,70,0.014892
15.440729,57.456734,70,0.035256
48.934123,55.275426,70,0.020313
29.356982,37.159904,70,0.020853
39.514338,48.45682,70,0.015694
50.505683,43.921374,71,0.021051
15.309377,57.46867,71,0.025432
48.863873,55.207347,71,0.014629
29.528051,37.124072,71,0.025221
70.522103,39.663737,71,0.025621
39.542733,48.405277,71,0.01705
39.510171,48.392284,72,0.014755
39.586463,48.393523,73,0.026759
70.470609,39.881237,73,0.032159
6.595929,4.303107,73,0.036337
24.721428,27.188636,73,0.01505
38.960722,64.224464,73,0.016821
109.537393,30.696782,73,0.01738
24.729252,27.224701,74,0.015265
38.88896,64.210468,74,0.01779
109.519377,30.666977,74,0.01961
30.765415,13.1597,74,0.018174
82.371023,92.243253,75,0.034086
30.726504,13.123683,75,0.022945
30.706393,13.194471,76,0.019564
31.396665,51.392794,76,0.023434
39.47234,48.437702,77,0.025118
24.327187,28.027285,77,0.030492
10.537668,24.594977,77,0.019861
10.611783,24.470977,78,0.023256
76.06776,44.786646,78,0.023461
40.189048,83.722773,78,0.016775
76.142307,44.796802,79,0.026362
86.542003,36.625492,79,0.032784
78.913397,24.717935,79,0.028442
40.191568,83.652767,79,0.015618
41.460611,44.135136,80,0.015399
39.971375,83.775161,80,0.030107
40.048662,83.516407,81,0.037016
112.443723,45.144176,81,0.019289
76.291005,44.675032,81,0.019383
39.501834,79.317947,82,0.034419
112.361934,44.963635,82,0.016578
76.109068,44.706666,82,0.022202
3.940268,61.979176,82,0.016671
56.11559,61.205369,82,0.012172
56.096696,61.076883,83,0.011449
8.559078,79.798676,84,0.026912
62.314121,51.241097,84,0.068328
10.561685,10.582638,84,0.057407
28.350713,30.396901,84,0.037247
16.046166,122.520878,84,0.01882
10.60256,10.912743,85,0.054764
28.35615,30.413793,85,0.025906
42.77114,43.556946,85,0.023014
122.361098,19.204156,85,0.012087
85.328204,31.001388,85,0.022041
16.016593,122.525906,85,0.015108
122.402019,19.246532,86,0.011408
85.39836,31.043112,86,0.010197
71.931421,41.294024,86,0.01565
31.46834,77.552904,86,0.035687
16.000084,122.572896,86,0.012708
28.492556,12.465353,86,0.025557
31.876081,73.868023,87,0.02113
15.357452,28.766025,87,0.026706
112.715428,32.789739,87,0.023889
16.03705,122.464339,87,0.01775
92.592905,34.7481,87,0.018537
28.471713,12.39672,87,0.015055
15.971978,122.553121,88,0.014431
92.683741,34.735678,88,0.029768
35.450754,21.868111,88,0.021529
28.505494,12.477134,88,0.015048
35.41893,21.99542,89,0.030121
30.874096,41.606769,89,0.036331
46.299137,51.306975,89,0.015013
28.571701,12.35571,89,0.02397
17.448887,58.91442,89,0.013404
25.215152,28.421171,90,0.011565
28.502226,12.41078,90,0.018639
17.509139,59.063291,90,0.010736
28.576284,12.360992,91,0.011962
17.351736,58.934574,91,0.026138
56.632968,51.555176,91,0.018159
56.495449,51.398775,92,0.044429
93.7266,17.916605,92,0.032501
93.645422,18.067973,93,0.019126
93.604286,18.163905,94,0.017368
56.566736,51.352817,94,0.017435
97.223134,6.88069,95,0.156751
124.236143,53.638832,96,0.016334
124.204138,53.702643,97,0.015539
1.655907,44.774705,97,0.021837
91.602039,71.326509,98,0.012722
49.872335,54.872742,98,0.0176
103.514536,57.731261,98,0.041608
69.219155,37.480567,98,0.017113
31.654573,61.737646,98,0.031639
69.169162,37.623395,99,0.028411
32.735126,72.732272,99,0.01505
13.984844,118.007077,99,0.014454
48.541457,92.157623,99,0.013711
31.630883,61.755377,99,0.018963
38.605781,64.107753,99,0.017722
31.402342,61.851585,100,0.019281
38.668958,64.120383,100,0.016084
17.779868,11.760698,100,0.051892
38.533324,64.298581,101,0.052128
17.857561,11.77962,101,0.028756
22.957462,71.918531,101,0.021637
17.940906,11.911881,102,0.034885
23.033445,71.869844,102,0.018991
125.284582,11.042722,103,0.037146
109.6306,48.321602,103,0.014471
99.811674,3.995459,103,0.018003
109.673498,48.340893,104,0.030924
99.920727,4.038777,104,0.016649
91.51717,58.646248,104,0.024762
99.979268,3.977889,105,0.024865
91.428344,58.640219,105,0.018605
58.574514,29.38938,105,0.028777
86.693329,36.04867,106,0.020426
62.214233,57.348914,106,0.0271
5.921851,7.022327,106,0.04541
70.12616,60.649394,107,0.026542
69.588764,38.238528,107,0.029022
5.990132,7.082121,107,0.035249
5.987429,7.040928,108,0.010041
5.738474,7.37111,109,0.063556
123.488179,39.68727,110,0.033805
57.75948,93.857991,111,0.01586
70.643409,58.395068,111,0.031487
31.233288,40.310058,111,0.064603
70.754358,58.496301,112,0.015116
122.374678,61.337941,112,0.021917
91.223332,29.294957,112,0.03982
28.964254,34.648489,112,0.017975
31.273558,40.278917,112,0.020929
31.450236,13.286429,112,0.012091
29.078633,34.548773,113,0.033211
31.42906,40.305356,113,0.02151
31.453471,13.288597,113,0.024406
17.984975,59.884763,113,0.015488
31.476419,40.397732,114,0.017588
31.461253,13.336761,114,0.019771
122.429317,61.341853,114,0.014203
18.05459,59.84328,114,0.017343
118.758861,26.512369,114,0.064499
18.058218,59.877278,115,0.024093
15.020448,70.450856,115,0.037328
118.815272,26.627954,115,0.020246
96.767494,21.154425,116,0.021965
54.226082,61.410577,116,0.022144
118.848818,26.54825,116,0.013352
118.796151,26.462608,117,0.010923
64.312706,116.257277,117,0.033004
124.094059,2.072735,117,0.022624
42.623872,11.577967,117,0.016061
39.145801,64.600879,117,0.020563
36.378437,33.478302,117,0.028496
124.248948,1.728258,118,0.023366
42.631565,11.703246,118,0.024847
39.161275,64.536856,118,0.016701
50.380882,60.67315,118,0.037939
36.513489,33.51349,118,0.026391
39.172112,64.523626,119,0.01245
50.483533,60.834351,119,0.010792
24.819799,98.476935,119,0.024012
36.494693,33.496784,119,0.021353
39.208755,64.538026,120,0.015189
50.445216,60.694881,120,0.021898
24.99257,98.477326,120,0.018032
14.182132,90.973233,120,0.026911
36.391609,33.249872,120,0.022813
111.550435,31.350068,121,0.028314
34.413268,60.846695,121,0.021921
70.103053,7.227135,121,0.047503
36.406193,33.46688,121,0.015186
36.403663,33.392759,122,0.009969
6.455602,88.312419,122,0.020371
73.460754,52.276323,122,0.030235
49.196106,10.6151,122,0.029592
46.184792,55.482955,122,0.016551
36.241844,33.302459,123,0.021475
6.383179,88.391894,123,0.029395
73.58887,52.195173,123,0.030063
49.333235,10.834634,123,0.013808
46.253474,55.488028,123,0.017741
34.318009,60.830738,123,0.032766
46.165744,55.505938,124,0.011926
34.354649,60.848348,124,0.011809
71.221328,41.111975,124,0.020689
3.159674,100.763871,124,0.032104
34.334524,60.852465,125,0.023091
71.301324,41.092352,125,0.014619
3.154979,100.753631,125,0.015524
36.712845,87.812806,125,0.013443
118.730462,34.945279,125,0.029316
0.71293,93.237145,125,0.013225
0.669328,93.243442,126,0.010948
0.747037,93.379049,127,0.010903
40.805258,56.552392,127,0.023102
40.742413,56.594565,128,0.036282
23.682446,65.275882,128,0.045581
62.805259,30.518273,128,0.023225
85.027052,7.157601,128,0.024596
23.698409,65.200142,129,0.017126
53.417774,98.47548,129,0.036969
67.816383,4.846181,129,0.012585
62.785888,30.380423,129,0.04084
85.13329,7.194784,129,0.019418
62.898444,30.476532,130,0.012506
32.838629,44.377289,130,0.019168
97.511607,69.773159,130,0.017309
85.076045,7.081461,130,0.016434
86.660045,32.933917,131,0.019618
97.558696,69.781219,131,0.019405
84.976523,7.164876,131,0.016999
97.646073,69.662901,132,0.054689
2.325462,15.08684,132,0.033564
84.893792,7.184804,132,0.013422
32.723647,22.079139,132,0.014678
47.724038,46.22876,132,0.026473
124.997041,12.624339,132,0.017003
84.980627,7.169472,133,0.018499
32.7539,22.034116,133,0.015991
47.727521,46.132668,133,0.031078
125.054897,12.499904,133,0.011823
37.177317,79.075467,134,0.020368
2.392214,15.188763,134,0.015628
124.992309,12.568508,134,0.024607
126.019872,4.126993,134,0.023429
2.474888,15.17808,135,0.038533
